sid;transport_mode;Y_pred
2145826;7;0
2145826;4;0
2145826;10;0
2150304;4;0
2154346;3;0
2182358;4;0
2150304;1;0
2157789;4;0
2133189;3;0
2136648;3;0
2168023;4;0
2156388;2;1
2156388;3;0
2127055;2;1
2167236;2;0
2136199;3;0
2134260;1;0
2134260;4;0
2134260;2;0
2147688;6;0
2161969;4;0
2161969;3;0
2161969;9;1
2167236;3;0
2137412;1;0
2145885;7;0
2164202;2;1
2176009;10;0
2146331;3;0
2177777;2;1
2177784;4;0
2140465;4;0
2140465;3;0
2176011;9;1
2157794;7;1
2130960;3;0
2174552;4;0
2174152;2;1
2175976;6;0
2132297;4;0
2162521;3;0
2162521;7;0
2159881;4;0
2159881;3;0
2139885;3;0
2149583;2;0
2172254;7;0
2144958;9;0
2126692;4;0
2147194;7;0
2151335;2;1
2163921;7;0
2163924;3;0
2124653;4;0
2155833;6;0
2147640;9;1
2148448;5;1
2180288;1;0
2124653;1;0
2125697;9;1
2133983;4;0
2133983;6;0
2131045;3;0
2141574;3;0
2140146;6;0
2180803;3;0
2167414;3;0
2182310;7;0
2126603;9;1
2167437;10;0
2154777;7;0
2157487;3;0
2127560;10;0
2167709;9;0
2140457;2;0
2135942;3;0
2134465;4;0
2167705;3;0
2132588;9;1
2182532;3;0
2141429;4;0
2160379;2;0
2135908;5;1
2143145;6;0
2144166;5;1
2144544;5;1
2144711;6;0
2144544;6;0
2141618;11;0
2132139;3;0
2134835;4;0
2134835;2;1
2174135;3;0
2174135;1;0
2149596;3;0
2149854;3;0
2150257;3;0
2154802;1;0
2164832;6;0
2133870;3;0
2151263;4;0
2130714;1;0
2130714;9;1
2181353;6;0
2142949;3;0
2149854;7;0
2174135;5;0
2161928;3;0
2154363;3;0
2133918;9;1
2135710;3;0
2135704;3;0
2179228;4;0
2176401;2;0
2151520;6;0
2141262;7;0
2141355;6;0
2141355;3;0
2162835;10;0
2159705;1;0
2159705;2;0
2150237;7;1
2148373;3;0
2142482;4;0
2142482;9;0
2178945;1;0
2152187;2;1
2145360;4;0
2165225;7;0
2148520;4;0
2179299;2;0
2177812;7;0
2175771;1;0
2139035;6;0
2152348;3;0
2160531;6;0
2177092;6;0
2161747;6;0
2169570;4;0
2126214;7;0
2153464;6;0
2180530;5;1
2177983;4;0
2171242;6;0
2128933;3;0
2173672;4;0
2152348;6;0
2127729;3;0
2127729;6;0
2132019;4;0
2143475;1;0
2138187;6;0
2168164;3;0
2168400;6;0
2180841;2;1
2177843;2;1
2158934;1;0
2161050;10;0
2149188;7;0
2177843;6;0
2145180;3;0
2148899;2;1
2169298;10;0
2157862;4;0
2169295;7;0
2164920;1;0
2153022;10;0
2134961;9;0
2124376;9;0
2126040;6;0
2134961;7;0
2152414;3;0
2139181;2;1
2155612;3;0
2139182;4;0
2155612;4;0
2169071;7;1
2167741;6;0
2182821;9;1
2177980;5;1
2141358;6;0
2159083;3;0
2135308;5;1
2145710;6;0
2162004;6;0
2175967;1;0
2143360;4;0
2143360;9;0
2141451;6;0
2177482;3;0
2153459;2;0
2181534;9;1
2134775;1;0
2173283;6;0
2129480;4;0
2129879;1;1
2133012;4;0
2156419;5;1
2156696;3;0
2153959;1;0
2153021;4;0
2164427;3;0
2182821;7;0
2156696;4;0
2147639;7;0
2147639;4;0
2146304;1;0
2172444;1;0
2172444;11;0
2162284;7;0
2165946;3;0
2179087;7;0
2164237;3;0
2167341;3;0
2138226;2;0
2148241;2;1
2162817;1;0
2161611;1;0
2159130;7;0
2138070;6;0
2153432;4;0
2173906;5;0
2150919;10;0
2153432;2;0
2156835;1;0
2173907;3;0
2173906;6;0
2148555;4;0
2145297;3;0
2170532;1;0
2170532;4;0
2161424;7;0
2146411;3;0
2158843;7;0
2149003;2;1
2136106;4;0
2143519;4;0
2139533;9;1
2131757;2;0
2179427;9;1
2139130;4;0
2139130;1;0
2129488;4;0
2129488;3;0
2129488;2;1
2164538;7;0
2157138;6;0
2182084;5;0
2144743;4;0
2159435;1;1
2145654;5;1
2145654;3;0
2158247;5;1
2154918;6;0
2147638;2;0
2149878;1;0
2150263;6;0
2147638;3;0
2179110;6;0
2179118;2;0
2172297;3;0
2172320;2;0
2172320;3;0
2172320;6;0
2172247;2;1
2172247;4;0
2124106;5;1
2125763;5;1
2133846;3;0
2133846;6;0
2145654;1;0
2145654;4;0
2141144;7;0
2143914;1;1
2144743;1;0
2149190;4;0
2129495;4;0
2129493;2;1
2173370;4;0
2129826;4;0
2170230;9;1
2129824;7;0
2169212;6;0
2133524;7;0
2128945;5;1
2126434;2;0
2147424;9;0
2152542;3;0
2170230;1;0
2145631;4;0
2157445;7;0
2157445;9;0
2147424;1;0
2147424;3;0
2147424;2;0
2128945;6;0
2136971;1;0
2173564;4;0
2173564;10;0
2173194;3;0
2126539;1;0
2163491;5;0
2173403;2;1
2173892;1;0
2173403;6;0
2182247;1;0
2139794;4;0
2138246;3;0
2175718;1;0
2141064;6;0
2144446;3;0
2144128;3;0
2141064;3;0
2132109;3;0
2133906;1;0
2129828;3;0
2133906;4;0
2128244;5;1
2172642;4;0
2172642;6;0
2152267;2;1
2175479;6;0
2152267;6;0
2161722;10;0
2154206;3;0
2137376;4;0
2178357;3;0
2135157;7;0
2170233;1;0
2148239;3;0
2160720;4;0
2167869;3;0
2153752;1;0
2138068;5;0
2153752;3;0
2148046;9;0
2153752;2;1
2129798;6;0
2146227;4;0
2168669;1;0
2168669;4;0
2136390;4;0
2146462;3;0
2147206;3;0
2158319;1;0
2143375;4;0
2140993;4;0
2129058;1;0
2166273;4;0
2161721;5;1
2156851;5;0
2156851;6;0
2175531;6;0
2173898;4;0
2170135;4;0
2170304;5;1
2145709;1;0
2144129;4;0
2126858;3;0
2144129;9;0
2175835;7;0
2173398;2;1
2173398;3;0
2152197;1;0
2148581;3;0
2157479;7;0
2157479;10;0
2129716;4;0
2129716;3;0
2126220;3;0
2133056;6;0
2163065;9;0
2126220;4;0
2179921;4;0
2179921;3;0
2144231;9;0
2131936;9;0
2131931;10;0
2124498;4;0
2133024;2;1
2169911;4;0
2171210;11;0
2169911;5;0
2179478;6;0
2179611;5;1
2151758;4;0
2157961;3;0
2163968;5;0
2163968;2;1
2167331;5;1
2155951;1;0
2133435;3;0
2163942;2;1
2171338;9;0
2136408;4;0
2131286;7;0
2136408;1;0
2131232;3;0
2131232;6;0
2127776;3;0
2154907;3;0
2151401;3;0
2125577;3;0
2148719;4;0
2168600;1;0
2124602;3;0
2182372;1;0
2182372;4;0
2142113;3;0
2127380;4;0
2132114;4;0
2138774;7;0
2127380;1;0
2155245;1;0
2158098;6;0
2158485;3;0
2177700;1;0
2177700;4;0
2156334;5;0
2164152;3;0
2155997;9;0
2179433;1;0
2136020;3;0
2146175;4;0
2174272;6;0
2151215;6;0
2156918;2;0
2162323;4;0
2158320;4;0
2151215;9;0
2179997;3;0
2124320;1;0
2161961;6;0
2131500;3;0
2175340;4;0
2175335;3;0
2175339;4;0
2175338;3;0
2136920;2;1
2154172;1;0
2155414;3;0
2157336;3;0
2145771;9;0
2138864;3;0
2157336;4;0
2147302;4;0
2147302;2;1
2152952;4;0
2153960;7;0
2169865;4;0
2129230;3;0
2170092;6;0
2142648;10;0
2157319;5;0
2159532;3;0
2167166;6;0
2158103;5;1
2167166;2;1
2176200;6;0
2135751;1;0
2135751;2;0
2135751;6;0
2155356;5;0
2156158;1;0
164604;6;0
192963;3;0
169213;5;0
169213;1;0
178393;3;0
178394;4;0
177736;1;0
177737;6;0
194771;5;0
198107;7;1
188653;4;0
198382;3;0
143800;2;1
145252;2;1
145252;4;0
193188;4;0
187892;4;0
192615;4;0
157876;9;0
199352;1;0
177911;1;0
159847;5;1
184146;6;0
184140;6;0
179715;5;1
156820;3;0
156080;5;0
156084;3;0
168482;3;0
203588;9;0
158550;2;1
156080;6;0
198403;1;0
175363;2;1
198405;5;0
198405;1;0
202490;4;0
171167;2;1
156472;6;0
151867;1;0
183190;4;0
145977;1;0
145977;6;0
145977;7;0
145977;3;0
186518;4;0
186518;7;0
183211;7;0
175716;1;0
162992;10;0
143101;3;0
167972;4;0
204684;7;0
192587;3;0
192587;7;0
150796;10;0
196917;3;0
156571;5;0
156571;3;0
146590;2;1
143537;3;0
201199;1;0
172346;2;1
173937;3;0
170749;7;1
170744;7;0
170349;2;1
177410;1;0
177410;7;1
198108;1;1
204685;7;0
150071;3;0
181102;6;0
176240;4;0
175365;3;0
156478;6;0
144516;3;0
145749;5;1
145594;5;1
154859;6;0
149315;1;0
149315;5;0
161477;7;0
159723;6;0
176240;6;0
156478;3;0
198971;6;0
166491;3;0
151541;7;0
194493;3;0
195762;3;0
153987;4;0
184048;10;0
179558;9;0
173364;9;0
191004;6;0
184048;3;0
201346;4;0
151908;7;0
201442;4;0
196576;2;1
189009;6;0
189009;2;1
189004;11;0
177617;6;0
160180;6;0
189004;4;0
167375;3;0
184968;4;0
198507;7;1
160374;1;0
150015;9;0
198838;4;0
147174;1;0
161556;3;0
190897;5;1
165679;5;0
164887;3;0
163749;3;0
163749;6;0
157324;1;0
158004;2;0
157802;1;0
159671;7;0
158878;6;0
155151;1;0
198699;5;1
191707;6;0
151131;6;0
151131;5;1
149001;1;0
147174;6;0
146082;1;0
203665;4;0
170275;1;0
170275;2;1
181094;6;0
181073;3;0
181080;3;0
181090;1;0
181090;6;0
185932;9;0
185550;6;0
203665;7;0
157324;4;0
192565;3;0
155734;1;0
158878;3;0
172959;2;1
172959;4;0
152129;4;0
174156;3;0
162673;4;0
174156;1;0
202782;4;0
151101;4;0
189633;3;0
170627;7;0
200784;3;0
200784;1;0
164219;3;0
193954;2;1
196895;4;0
194066;2;1
194066;1;0
157111;7;1
167467;10;0
167467;9;0
175341;3;0
203454;3;0
202590;7;0
144679;1;0
199766;6;0
170282;4;0
193631;2;1
193631;6;0
170282;3;0
200237;5;0
178116;7;0
167584;2;1
189294;4;0
183187;4;0
157939;6;0
182209;11;0
200237;2;1
188230;4;0
204003;4;0
191572;1;0
196142;4;0
169054;7;0
169054;2;1
192127;4;0
189019;2;1
143441;7;0
184004;2;1
184002;3;0
184004;3;0
188007;3;0
163423;1;0
150214;3;0
168346;1;1
149048;1;0
154904;4;0
161552;1;0
148450;9;1
152213;4;0
152593;10;0
178761;2;1
152593;2;1
156633;5;1
165396;6;0
165396;5;1
166261;3;0
166263;2;0
190735;7;0
171112;7;0
189644;4;0
188617;6;0
197152;3;0
146780;6;0
195351;6;0
198943;2;1
201280;6;0
201280;3;0
202543;1;0
184682;3;0
169707;3;0
171414;1;0
171703;1;0
171879;1;0
171879;6;0
148450;2;0
176941;9;0
181097;3;0
179480;10;0
166356;10;0
166356;4;0
148753;1;0
148753;7;0
176062;9;1
199131;7;0
190928;1;0
188644;4;0
196177;3;0
196177;2;1
182197;2;1
168160;4;0
204262;4;0
154790;9;1
197649;7;0
152982;3;0
153693;3;0
198375;4;0
158405;10;0
158405;3;0
150630;10;0
198430;2;1
155478;1;0
175661;9;1
161756;7;0
161756;4;0
157122;4;0
157122;1;1
155478;6;0
148433;2;0
145338;6;0
174933;4;0
174039;2;0
173435;6;0
182984;6;0
203117;3;0
204070;4;0
204070;3;0
193353;9;1
196922;7;0
188703;4;0
188703;5;0
189642;3;0
191054;3;0
161756;6;0
170828;1;0
150610;3;0
200182;3;0
145718;3;0
151730;4;0
188668;7;0
172028;3;0
173176;4;0
149909;1;0
177576;3;0
179458;6;0
168949;2;1
179458;3;0
177576;4;0
201714;10;0
172281;7;0
203275;7;0
201256;7;0
161545;4;0
191130;4;0
198321;4;0
192958;3;0
174063;2;1
150968;2;0
167758;6;0
179010;1;0
179010;7;0
166146;9;0
155834;2;1
147613;1;0
159476;3;0
159476;4;0
188808;3;0
187398;2;0
170595;7;0
178826;2;0
176987;4;0
169214;6;0
192340;6;0
188551;3;0
196809;1;0
194784;6;0
200750;1;0
200750;3;0
187822;2;1
183541;6;0
182483;6;0
168945;5;0
168945;3;0
169214;5;1
170883;3;0
170883;1;0
170883;2;0
176987;3;0
178826;5;1
143272;6;0
146318;1;0
146465;9;1
150447;5;0
153331;6;0
152986;3;0
154153;2;1
153789;9;1
155698;4;0
156314;5;1
166901;2;1
166304;6;0
160468;1;0
160693;6;0
178131;2;1
188551;5;0
182705;4;0
184687;9;1
168586;2;1
146008;1;0
169300;2;1
191402;3;0
168578;4;0
195961;4;0
172123;7;0
198854;10;0
202646;7;0
184821;4;0
183591;3;0
162995;4;0
199009;4;0
176873;4;0
190003;1;0
189541;6;0
192155;3;0
192155;1;0
189541;3;0
190003;5;0
201987;5;1
189541;4;0
177301;1;1
178118;5;1
149507;5;1
150344;1;1
145604;4;0
145708;3;0
147193;6;0
179951;3;0
179951;1;0
179375;4;0
170620;5;1
170876;2;0
171925;3;0
168728;6;0
168728;2;0
184398;6;0
183595;5;1
180770;4;0
180770;6;0
188038;4;0
187819;3;0
203255;3;0
204220;4;0
204220;1;0
202659;5;1
200251;3;0
198958;5;1
162833;4;0
162833;3;0
148456;4;0
187812;3;0
187812;4;0
179710;6;0
198404;2;0
157130;4;0
165440;3;0
153954;5;1
161740;6;0
158100;6;0
160865;4;0
155480;6;0
153634;5;0
165004;6;0
151725;4;0
151725;10;0
189233;9;1
188618;2;0
187201;4;0
155036;3;0
196627;1;0
148434;2;0
156262;1;0
181791;4;0
170062;4;0
170308;1;0
183597;6;0
178440;5;0
175434;4;0
175434;2;0
203999;7;0
181439;10;0
197014;9;1
176803;3;0
156970;4;0
171194;3;0
178293;9;1
152386;3;0
178293;3;0
170645;3;0
189232;9;1
178467;4;0
156364;6;0
155649;4;0
161929;6;0
181275;3;0
159317;1;0
145694;5;0
179198;6;0
156810;3;0
144173;3;0
156623;5;1
156623;1;0
145475;1;0
181275;6;0
181275;1;0
161991;9;1
159075;4;0
168106;3;0
159077;1;0
159077;6;0
168489;4;0
159461;4;0
165325;5;1
145834;2;1
156364;3;0
170881;6;0
170881;1;0
164488;10;0
177034;4;0
156810;4;0
202625;9;0
145834;4;0
189668;3;0
160709;3;0
196504;3;0
201014;7;1
199697;1;0
204312;4;0
170695;6;0
171297;10;0
192840;10;0
153597;7;0
158141;3;0
158141;9;1
154286;3;0
187636;2;0
172869;7;0
195142;6;0
187636;1;0
187636;6;0
143098;1;0
185319;4;0
193167;6;0
164872;5;0
145127;3;0
174558;4;0
176802;1;0
183903;2;1
150639;3;0
175386;7;0
160665;6;0
160663;9;1
160663;4;0
200154;4;0
184990;1;0
161987;3;0
156602;3;0
152375;3;0
148646;1;0
147191;3;0
146213;5;0
144017;4;0
144017;1;0
192245;5;0
147817;5;1
174153;1;1
174332;2;1
203297;1;0
169297;1;0
169142;1;0
168145;2;1
168423;3;0
184397;1;0
180218;4;0
180367;5;1
180367;6;0
185552;9;1
197991;6;0
163538;3;0
192245;3;0
143322;4;0
147006;5;0
147006;4;0
175875;4;0
170089;4;0
170089;7;0
178458;4;0
160147;10;0
165787;1;1
165787;4;0
191175;4;0
191175;6;0
196710;4;0
179152;7;0
179152;7;0
181682;9;1
161633;3;0
185594;3;0
196283;4;0
152867;4;0
170066;9;0
202954;5;0
157983;3;0
202954;4;0
166489;4;0
169385;3;0
169146;1;0
169146;4;0
158024;2;1
175430;2;1
175433;2;1
156600;3;0
164066;3;0
160547;4;0
198524;7;0
198524;3;0
171894;4;0
171894;3;0
165358;2;1
173035;7;0
192988;2;0
192988;3;0
149367;2;0
200367;2;0
163424;1;0
157351;1;0
161608;6;0
162307;6;0
153625;6;0
152172;3;0
188911;6;0
190142;6;0
190142;3;0
193961;9;1
193121;9;1
199698;2;1
199698;4;0
198360;1;0
150468;5;1
200616;3;0
200616;4;0
200616;7;0
200611;4;0
200286;4;0
204305;1;0
203864;3;0
187231;3;0
187228;5;1
181706;3;0
183455;7;0
171313;6;0
170641;6;0
171007;3;0
173378;2;1
177662;6;0
178365;4;0
178466;7;0
178466;6;0
178466;3;0
175491;9;1
179103;1;0
179867;6;0
180127;3;0
180127;2;1
179867;5;1
179654;3;0
153835;4;0
153625;3;0
153835;1;0
181706;5;1
192137;9;1
192137;4;0
201688;7;0
193150;5;0
193352;1;0
169537;9;1
174800;9;1
185739;4;0
164163;10;0
175413;3;0
184582;3;0
158465;7;0
158465;9;1
143412;6;0
150893;5;0
185138;1;0
174337;3;0
174337;2;1
200948;3;0
174337;6;0
174337;4;0
163541;6;0
192496;2;1
197088;2;1
186815;4;0
199619;3;0
201476;3;0
192750;7;1
161381;4;0
161381;3;0
169663;4;0
181947;1;0
195659;1;0
167715;4;0
184943;3;0
183227;6;0
183227;3;0
170999;3;0
170999;4;0
171000;4;0
193355;10;0
171000;7;0
165923;3;0
165923;5;0
162408;4;0
163008;3;0
163008;2;0
159994;5;0
183960;5;1
165857;3;0
165857;1;0
165857;5;0
158005;1;0
149388;5;1
175244;9;1
176058;6;0
169665;9;1
169374;3;0
182990;4;0
180768;3;0
184902;3;0
198220;6;0
193972;9;1
165857;6;0
182990;3;0
178401;3;0
192413;3;0
171914;1;0
191007;3;0
159994;6;0
161607;6;0
191007;5;1
162408;9;1
146000;6;0
169364;6;0
193315;7;0
192991;9;1
192991;1;0
201279;6;0
199215;2;1
204633;1;1
171911;1;0
175877;9;1
192991;3;0
176784;4;0
202848;1;0
157773;4;0
162395;4;0
171768;2;0
184927;7;0
184927;6;0
184927;9;1
201790;3;0
157893;7;0
164040;6;0
200976;2;0
200941;3;0
197574;4;0
202455;9;1
165684;7;0
147111;1;0
202455;2;0
200941;4;0
164040;4;0
190372;3;0
188709;4;0
189159;1;0
145451;4;0
168898;2;0
165736;7;0
165424;4;0
172206;4;0
172206;1;0
165533;1;0
180984;4;0
201100;3;0
153086;6;0
151554;2;0
151555;7;0
171461;2;1
171461;1;0
151266;2;1
152162;3;0
157648;6;0
144736;5;1
158000;5;0
151623;3;0
150466;4;0
199663;1;0
190202;6;0
179006;4;0
195619;2;1
193796;3;0
199663;5;1
198451;5;1
183456;2;1
183585;2;1
168634;3;0
178274;3;0
179006;1;0
179006;3;0
144735;3;0
146092;10;0
163412;3;0
190269;7;0
146553;2;0
190118;7;0
146553;2;1
190118;3;0
186704;7;0
181196;3;0
190118;7;0
174960;6;0
174960;4;0
162601;9;1
144889;4;0
150626;4;0
154455;7;0
171658;7;0
182721;1;0
179703;6;0
190846;3;0
199817;7;0
192185;6;0
195796;6;0
192185;1;0
163500;3;0
199569;10;0
147232;10;0
182678;2;1
177161;2;1
163500;5;1
160190;4;0
160193;9;0
173134;6;0
147232;7;0
145696;3;0
145696;1;1
182679;3;0
146768;2;1
178895;4;0
155681;4;0
186916;1;0
175421;2;1
175421;6;0
188010;3;0
150498;3;0
172325;3;0
146771;4;0
169196;1;0
203901;1;0
179571;1;0
160590;3;0
177244;3;0
197804;10;0
193085;7;0
163438;4;0
172329;3;0
152804;6;0
193783;1;0
202819;4;0
187224;6;0
187224;5;1
183921;4;0
167933;7;0
167933;6;0
171651;1;0
177302;4;0
199207;5;0
167558;1;0
154112;2;1
154484;4;0
167558;2;0
153520;7;0
153520;1;0
172324;6;0
168540;9;0
180459;3;0
161817;4;0
161817;9;0
148437;4;0
185489;3;0
173121;4;0
146020;9;0
179770;4;0
160716;3;0
159164;1;0
178242;9;0
166739;4;0
178242;2;0
177155;9;0
177155;3;0
195266;4;0
189114;5;0
188854;3;0
156266;1;0
172381;9;0
180659;6;0
177639;3;0
177729;3;0
149480;10;0
153135;10;0
165863;3;0
171978;4;0
157205;3;0
196698;6;0
196698;1;0
149669;3;0
153159;5;0
167551;10;0
167551;3;0
145080;1;0
203705;7;0
177668;2;1
203705;3;0
180442;2;1
145455;4;0
168430;9;0
175630;3;0
175630;7;0
146103;2;0
179673;1;0
165691;1;0
184513;7;0
200073;4;0
148563;1;0
178103;4;0
191771;3;0
199764;4;0
182795;1;0
182800;1;0
2728686;4;0
2728116;1;0
2686790;6;0
2701674;1;0
2730136;7;0
2730136;4;0
2714926;3;0
2696607;3;0
2699745;4;0
2728111;6;0
2700768;9;0
2700768;4;0
2700768;3;0
2680199;7;0
2708336;3;0
2723376;4;0
2723376;3;0
2700294;9;0
2700294;4;0
2707402;3;0
2683399;4;0
2713757;1;1
2694556;7;0
2728693;6;0
2728693;4;0
2725716;2;1
2725716;3;0
2702765;3;0
2693160;2;1
2693964;6;0
2731575;10;0
2720280;3;0
2710197;1;0
2719088;3;0
2680436;3;0
2700061;2;1
2700061;4;0
2680627;6;0
2696388;5;0
2696388;4;0
2731139;9;0
2702763;1;0
2702775;3;0
2728688;4;0
2731140;9;0
2702773;2;1
2702775;6;0
2728161;6;0
2682359;3;0
2679923;2;1
2682359;4;0
2719577;9;0
2719577;7;1
2723242;3;0
2726818;1;0
2707905;4;0
2707905;3;0
2730871;4;0
2728842;7;0
2694839;4;0
2694443;4;0
2694135;4;0
2706707;1;0
2689681;3;0
2694214;1;0
2702394;4;0
2726871;3;0
2727032;7;0
2679922;5;1
2721664;6;0
2682996;6;0
2719969;4;0
2714345;4;0
2689611;4;0
2691515;6;0
2689611;6;0
2694443;6;0
2716485;4;0
2716485;2;0
2704158;3;0
2689070;10;0
2693452;4;0
2714800;7;0
2727091;2;0
2727091;3;0
2708321;10;0
2714064;11;0
2710624;3;0
2708070;3;0
2729036;1;0
2698843;1;0
2701071;3;0
2685221;4;0
2685219;1;0
2708342;7;0
2690453;3;0
2727541;4;0
2687149;2;0
2687149;3;0
2701130;3;0
2683969;9;0
2701130;6;0
2683974;7;0
2730905;3;0
2678906;3;0
2678906;2;0
2731181;2;1
2714197;2;1
2699436;1;0
2703384;1;0
2697108;1;0
2694307;6;0
2694307;5;1
2684584;5;0
2705952;4;0
2706313;1;0
2706313;6;0
2707961;6;0
2714194;4;0
2711312;2;0
2714197;1;1
2717415;3;0
2678563;3;0
2718739;9;1
2731020;5;0
2727736;1;1
2732304;3;0
2731544;6;0
2731955;10;0
2700675;4;0
2694353;7;0
2687654;3;0
2723353;7;0
2715517;10;0
2701452;2;1
2692838;1;0
2713467;3;0
2701452;9;0
2700706;2;1
2696095;4;0
2709653;6;0
2683979;3;0
2696095;7;0
2688382;10;0
2687640;7;1
2691077;3;0
2679280;9;0
2722928;10;0
2732011;3;0
2698599;4;0
2683572;4;0
2713397;3;0
2696072;9;1
2680795;7;0
2718440;3;0
2698257;2;0
2702335;11;0
2731964;7;0
2731964;4;0
2731964;10;0
2728687;1;0
2728687;6;0
2679398;6;0
2720987;6;0
2722513;2;1
2718389;3;0
2719931;7;0
2714457;3;0
2714200;5;0
2711647;6;0
2714200;4;0
2714200;2;0
2714199;6;0
2708461;5;1
2708459;6;0
2708460;4;0
2681079;6;0
2681079;5;1
2681849;2;0
2699729;4;0
2702055;4;0
2722696;1;0
2722513;5;0
2722696;4;0
2702790;9;1
2702790;7;0
2728424;1;0
2728516;1;0
2706939;4;0
2730853;7;0
2706943;7;0
2706052;4;0
2718565;3;0
2730345;3;0
2712056;6;0
2692701;6;0
2692701;3;0
2708993;4;0
2689974;10;0
2724079;2;1
2727501;9;1
2710360;4;0
2688940;6;0
2722514;6;0
2681024;1;0
2707060;2;1
2724509;4;0
2724509;1;0
2684470;10;0
2690014;3;0
2717850;7;0
2702789;3;0
2689116;2;1
2691435;3;0
2689609;6;0
2705657;3;0
2705657;6;0
2711187;4;0
2711187;1;0
2699728;6;0
2715744;6;0
2715745;4;0
2718789;1;0
2726224;3;0
2721355;3;0
2721661;5;1
2725535;6;0
2680444;3;0
2680705;1;0
2680444;2;1
2728718;3;0
2731512;5;1
2693236;1;1
2707119;6;0
2698063;4;0
2725937;4;0
2703386;6;0
2685395;3;0
2686385;2;0
2686385;3;0
2684843;2;1
2684208;1;0
2725553;1;0
2725553;3;0
2727688;4;0
2721836;2;0
2685375;4;0
2692466;7;0
2699167;3;0
2692938;1;0
2687879;7;0
2709123;3;0
2704486;10;0
2724421;4;0
2719232;2;1
2716461;2;0
2718118;3;0
2698529;7;0
2705415;4;0
2698529;2;1
2706020;6;0
2705416;6;0
2694421;3;0
2708045;7;0
2731524;10;0
2732202;10;0
2712173;3;0
2689270;4;0
2693608;1;0
2694071;7;0
2725826;3;0
2701213;7;0
2689799;2;1
2688518;7;0
2728694;4;0
2727088;2;1
2732258;1;0
2687273;1;0
2684906;1;0
2688704;1;0
2699701;3;0
2685175;1;0
2695241;5;0
2696974;5;0
2699701;2;1
2699701;6;0
2699166;3;0
2701692;3;0
2714982;7;0
2713536;1;0
2709129;4;0
2707718;1;0
2706262;3;0
2728715;3;0
2719229;6;0
2729889;5;0
2726141;2;0
2710030;6;0
2712289;2;1
2722999;3;0
2717318;6;0
2708061;5;0
2710698;6;0
2711613;3;0
2722999;6;0
2711613;6;0
2689956;7;0
2689956;1;0
2722108;1;0
2722108;3;0
2680961;9;0
2693945;4;0
2713943;3;0
2709991;4;0
2715228;9;1
2698904;7;0
2728831;3;0
2725627;3;0
2693103;1;0
2695858;9;0
2680394;4;0
2717622;4;0
2722348;4;0
2708389;1;1
2690932;3;0
2722582;3;0
2731001;4;0
2718944;2;1
2731896;5;0
2728568;4;0
2703391;3;0
2711879;5;1
2717552;3;0
2685366;3;0
2694390;6;0
2699895;1;0
2680396;5;1
2711518;1;0
2730326;4;0
2680888;6;0
2682989;1;0
2708801;1;1
2683096;6;0
2714259;5;1
2714261;3;0
2721778;2;1
2719483;9;1
2699895;5;0
2722688;2;0
2696329;5;0
2680396;3;0
2720375;6;0
2683188;3;0
2720375;7;0
2680260;1;0
2682990;2;1
2695742;1;0
2707094;9;1
2721386;4;0
2721386;3;0
2679204;2;0
2707094;3;0
2679204;11;0
2731843;6;0
2697741;1;0
2723215;1;0
2688112;10;0
2715843;6;0
2694581;7;0
2691585;2;1
2695859;9;1
2691700;3;0
2730696;4;0
2712915;6;0
2686112;7;0
2686113;7;0
2688155;9;1
2700973;3;0
2679216;7;0
2679216;2;1
2723241;3;0
2723069;9;1
2715481;4;0
2704548;4;0
2718813;11;0
2688439;4;0
2705398;3;0
2713596;3;0
2702762;10;0
2697796;6;0
2689138;3;0
2697682;1;0
2689881;9;0
2707346;10;0
2707346;3;0
2689884;4;0
2726548;4;0
2732832;5;0
2732832;6;0
2720777;3;0
2720777;1;0
2719973;3;0
2715657;2;0
2717241;1;0
2704736;1;0
2706925;6;0
2723355;3;0
2688063;1;0
2688739;5;1
2688759;6;0
2686373;9;1
2683780;9;0
2698388;6;0
2698388;3;0
2694782;3;0
2694466;6;0
2720353;5;0
2720353;4;0
2693106;6;0
2704604;3;0
2704604;4;0
2715940;3;0
2724909;6;0
2710642;1;0
2713486;6;0
2730661;9;1
2709153;6;0
2728870;2;1
2715749;7;0
2715749;4;0
2692094;4;0
2710846;9;1
2712827;7;0
2712218;11;0
2712827;4;0
2712827;3;0
2697031;2;1
2691471;10;0
2691471;2;1
2728079;9;1
2701051;9;1
2699092;3;0
2699092;11;0
2701052;3;0
2701052;10;0
2712136;3;0
2731731;6;0
2731733;1;0
2715277;1;1
2724135;6;0
2724249;5;1
2695150;5;0
2719844;4;0
2711871;3;0
2702081;7;0
2702081;4;0
2697221;5;0
2697387;5;1
2695151;7;0
2725803;2;0
2715277;9;0
2693812;4;0
2715282;6;0
2681307;4;0
2683817;1;0
2691949;4;0
2691949;6;0
2689144;5;0
2709152;6;0
2678978;1;0
2679978;3;0
2678979;6;0
2730888;1;0
2730888;3;0
2730029;1;0
2732097;5;1
2721248;11;0
2683851;6;0
2696070;4;0
2720062;4;0
2694151;4;0
2695610;4;0
2720062;6;0
2719872;5;0
2731340;3;0
2719875;4;0
2728867;4;0
2686805;5;0
2680135;6;0
2685420;4;0
2686053;3;0
2686053;1;0
2686805;4;0
2722971;4;0
2710342;1;0
2699203;4;0
2698966;3;0
2686383;4;0
2686383;7;0
2707290;3;0
